"_id","ability_1","ability_2","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fight","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","atk","catch_rate","category","chinese_name","defense","english_name","exp_100","generation","hatch_time","height_m","hp","image_url","male_ratio","spatk","spdef","speed","total","type_1","type_2","weight_kg"
"406","自然回复 或 毒刺","叶子防守隱藏特性","1","1","1","1⁄2","1⁄2","1⁄2","2","2","1","1⁄4","1","2","1","1","2","1","1","1⁄2","30","33.3%","花苞宝可梦","含羞苞","35","Budew","1,059,860","第四世代寶可夢","5140步","0.2","40","https://media.52poke.com/wiki/thumb/d/d3/406Budew.png/600px-406Budew.png","50%","50","70","55","280","草","毒","1.2"
"407","自然回复 或 毒刺","技术高手隱藏特性","1","1","1","1⁄2","1⁄2","1⁄2","2","2","1","1⁄4","1","2","1","1","2","1","1","1⁄2","70","9.8%","花束宝可梦","罗丝雷朵","65","Roserade","1,059,860","第四世代寶可夢","5140步","0.9","60","https://media.52poke.com/wiki/0/05/407Roserade.png","50%","125","105","90","515","草","毒","4.5"
"408","破格","强行隱藏特性","1","1","1","1","","2","1⁄2","1⁄2","1","2","2","1","1⁄2","1⁄2","1","1","2","2","125","5.9%","头锤宝可梦","头盖龙","40","Cranidos","600,000","第四世代寶可夢","7710步","0.9","67","https://media.52poke.com/wiki/thumb/c/cd/408Cranidos.png/600px-408Cranidos.png","87.5%","30","30","58","350","岩石",,"1.5"
"409","破格","强行隱藏特性","1","1","1","1","","2","1⁄2","1⁄2","1","2","2","1","1⁄2","1⁄2","1","1","2","2","165","5.9%","头锤宝可梦","战槌龙","60","Rampardos","600,000","第四世代寶可夢","7710步","1.6","97","https://media.52poke.com/wiki/8/8a/409Rampardos.png","87.5%","65","50","58","495","岩石",,"102"
"410","结实","隔音隱藏特性","1⁄2","1","1⁄2","1","1⁄2","4","1","1⁄4","1","1","4","1⁄2","1⁄4","0","1⁄2","1⁄2","1","2","42","5.9%","护盾宝可梦","盾甲龙","118","Shieldon","600,000","第四世代寶可夢","7710步","0.5","30","https://media.52poke.com/wiki/thumb/e/e2/410Shieldon.png/600px-410Shieldon.png","87.5%","42","88","30","350","岩石","钢","7.0"
"411","结实","隔音隱藏特性","1⁄2","1","1⁄2","1","1⁄2","4","1","1⁄4","1","1","4","1⁄2","1⁄4","0","1⁄2","1⁄2","1","2","52","5.9%","护盾宝可梦","护城龙","168","Bastiodon","600,000","第四世代寶可夢","7710步","1.3","60","https://media.52poke.com/wiki/b/bc/411Bastiodon.png","87.5%","47","138","30","495","岩石","钢","149"
"412","蜕皮","防尘隱藏特性","1","1","1","1","1","1⁄2","2","2","1","1⁄2","1⁄2","1","1","1","1","2","1","1","29","15.7%","蓑衣虫宝可梦","结草儿","45","Burmy","1,000,000","第四世代寶可夢","3855步","0.2","40","https://media.52poke.com/wiki/thumb/c/c9/412Burmy-Plant.png/600px-412Burmy-Plant.png","50%","29","45","36","224","虫",,"3.4"
"413","危险预知","防尘隱藏特性","2","1","1","1⁄2","1","1⁄2","4","4","1","1⁄4","1⁄4","2","1","2","1","2","1","1⁄2","59","5.9%","蓑衣虫宝可梦","结草贵妇","85","Wormadam","1,000,000","第四世代寶可夢","3855步","0.5","60","https://media.52poke.com/wiki/d/db/413Wormadam-Plant.png","100%","79","105","36","424","虫","草","6.5"
"414","虫之预感","有色眼镜隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","94","5.9%","蓑衣蛾宝可梦","绅士蛾","50","Mothim","1,000,000","第四世代寶可夢","3855步","0.9","70","https://media.52poke.com/wiki/1/18/414Mothim.png","100%","94","50","66","424","虫","飞行","3.3"
"415","采蜜","活力隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","30","15.7%","幼蜂宝可梦","三蜜蜂","42","Combee","1,059,860","第四世代寶可夢","3855步","0.3","30","https://media.52poke.com/wiki/b/b6/415Combee.png","87.5%","30","42","70","244","虫","飞行","5.5"
"416","压迫感","紧张感隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","80","5.9%","蜂巢宝可梦","蜂女王","102","Vespiquen","1,059,860","第四世代寶可夢","3855步","1.2","70","https://media.52poke.com/wiki/2/2c/416Vespiquen.png","100%","80","102","40","474","虫","飞行","8.5"
"417","逃跑 或 捡拾","蓄电隱藏特性","1","1","1","0","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","45","26.1%","电松鼠宝可梦","帕奇利兹","70","Pachirisu","1,000,000","第四世代寶可夢","2570步","0.4","60","https://media.52poke.com/wiki/thumb/f/f4/417Pachirisu.png/600px-417Pachirisu.png","50%","45","90","95","405","电",,"3.9"
"418","悠游自如","水幕隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","65","24.8%","海鼬宝可梦","泳圈鼬","35","Buizel","1,000,000","第四世代寶可夢","5140步","0.7","55","https://media.52poke.com/wiki/thumb/8/83/418Buizel.png/600px-418Buizel.png","50%","60","30","85","330","水",,"9.5"
"419","悠游自如","水幕隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","105","9.8%","海鼬宝可梦","浮潜鼬","55","Floatzel","1,000,000","第四世代寶可夢","5140步","1.1","85","https://media.52poke.com/wiki/b/bf/419Floatzel.png","50%","85","50","115","495","水",,"3.5"
"420","叶绿素",,"2","1","1","1⁄2","1","1","2","2","1","1⁄2","1⁄2","2","1","2","1","1","1","1⁄2","35","24.8%","樱桃宝可梦","樱花宝","45","Cherubi","1,000,000","第四世代寶可夢","5140步","0.4","45","https://media.52poke.com/wiki/a/a7/420Cherubi.png","50%","62","53","35","275","草",,"3.3"
"421","花之礼",,"2","1","1","1⁄2","1","1","2","2","1","1⁄2","1⁄2","2","1","2","1","1","1","1⁄2","60","9.8%","樱花宝可梦","樱花儿","70","Cherrim","1,000,000","第四世代寶可夢","5140步","0.5","70","https://media.52poke.com/wiki/2/25/421Cherrim-Overcast.png","50%","87","78","85","450","草",,"9.3"
"422","黏着 或 引水","沙之力隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","0","48","24.8%","海兔宝可梦","无壳海兔","48","Shellos","1,000,000","第四世代寶可夢","5140步","0.3","76","https://media.52poke.com/wiki/thumb/7/71/422Shellos-West.png/600px-422Shellos-West.png","50%","57","62","34","325","水",,"6.3"
"423","黏着 或 引水","沙之力隱藏特性","1","1","1","0","1","1","1⁄2","1","1","4","1","1","1","1⁄2","1","1⁄2","1⁄2","0","83","9.8%","海兔宝可梦","海兔兽","68","Gastrodon","1,000,000","第四世代寶可夢","5140步","0.9","111","https://media.52poke.com/wiki/1/1d/423Gastrodon-West.png","50%","92","82","39","475","水","地面","9.9"
"424","技术高手 或 捡拾","连续攻击隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","100","5.9%","长尾宝可梦","双尾怪手","66","Ambipom","800,000","第四世代寶可夢","5140步","1.2","75","https://media.52poke.com/wiki/8/86/424Ambipom.png","50%","60","66","115","482","一般",,"0.3"
"425","引爆 或 轻装","受热激升隱藏特性","1⁄4","2","1","2","1","0","1","1","2","1⁄2","0","2","0","1⁄2","1","2","1","1","50","16.3%","气球宝可梦","飘飘球","34","Drifloon","1,640,000","第四世代寶可夢","7710步","0.4","90","https://media.52poke.com/wiki/e/eb/425Drifloon.png","50%","60","44","70","348","幽灵","飞行","1.2"
"426","引爆 或 轻装","受热激升隱藏特性","1⁄4","2","1","2","1","0","1","1","2","1⁄2","0","2","0","1⁄2","1","2","1","1","80","7.8%","热气球宝可梦","随风球","44","Drifblim","1,640,000","第四世代寶可夢","7710步","1.2","150","https://media.52poke.com/wiki/7/71/426Drifblim.png","50%","90","54","80","498","幽灵","飞行","5.0"
"427","逃跑 或 笨拙","柔软隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","66","24.8%","兔子宝可梦","卷卷耳","44","Buneary","1,000,000","第四世代寶可夢","5140步","0.4","55","https://media.52poke.com/wiki/thumb/a/a7/427Buneary.png/600px-427Buneary.png","50%","44","56","85","350","一般",,"5.5"
"428","迷人之躯 或 笨拙","柔软隱藏特性","1⁄2","1⁄2","1","1","2","2","1","2","0","1","1","1","1","1","2","1⁄2","1","1","76","7.8%","兔子宝可梦","长耳兔","84","Lopunny","1,000,000","第四世代寶可夢","5140步","1.2","65","https://media.52poke.com/wiki/thumb/c/c9/428Lopunny.png/600px-428Lopunny.png","50%","54","96","105","480","一般",,"3.3"
"429","飘浮",,"1⁄2","2","1","1","1","0","1","1","2","1","0","1","0","1⁄2","1","1","1","1","60","5.9%","魔法宝可梦","梦妖魔","60","Mismagius","800,000","第四世代寶可夢","6425步","0.9","60","https://media.52poke.com/wiki/b/b4/429Mismagius.png","50%","105","105","105","495","幽灵",,"4.4"
"430","不眠 或 超幸运","自信过度隱藏特性","1","1⁄2","1","2","2","1","1","1","1⁄2","1⁄2","0","2","1","1","0","2","1","1","125","3.9%","大头目宝可梦","乌鸦头头","52","Honchkrow","1,059,860","第四世代寶可夢","5140步","0.9","100","https://media.52poke.com/wiki/4/46/430Honchkrow.png","50%","105","52","71","505","恶","飞行","7.3"
"431","柔软 或 我行我素","锐利目光隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","55","24.8%","装乖宝可梦","魅力喵","42","Glameow","800,000","第四世代寶可夢","5140步","0.5","49","https://media.52poke.com/wiki/thumb/2/26/431Glameow.png/600px-431Glameow.png","25%","42","37","85","310","一般",,"3.9"
"432","厚脂肪 或 我行我素","不服输隱藏特性","1","1","1","1","1","2","1⁄2","1","0","1","1","1⁄2","1","1","1","1","1","1","82","9.8%","虎斑猫宝可梦","东施喵","64","Purugly","800,000","第四世代寶可夢","5140步","1.0","71","https://media.52poke.com/wiki/8/80/432Purugly.png","25%","64","59","112","452","一般",,"3.8"
"433","飘浮",,"2","2","1","1","1","1⁄2","1","1","2","1","0","1","1","1","1⁄2","1","1","1","30","15.7%","铃铛宝可梦","铃铛响","50","Chingling","800,000","第四世代寶可夢","6425步","0.2","45","https://media.52poke.com/wiki/thumb/e/ed/433Chingling.png/600px-433Chingling.png","50%","65","50","45","285","超能力",,"0.6"
"434","恶臭 或 引爆","锐利目光隱藏特性","1","1⁄2","1","1","1","1","1","1","1⁄2","1⁄2","2","1","1","1⁄2","0","1","1","1","63","29.4%","臭鼬宝可梦","臭鼬噗","47","Stunky","1,000,000","第四世代寶可夢","5140步","0.4","63","https://media.52poke.com/wiki/thumb/7/75/434Stunky.png/600px-434Stunky.png","50%","41","41","74","329","毒","恶","9.2"
"435","恶臭 或 引爆","锐利目光隱藏特性","1","1⁄2","1","1","1","1","1","1","1⁄2","1⁄2","2","1","1","1⁄2","0","1","1","1","93","7.8%","臭鼬宝可梦","坦克臭鼬","67","Skuntank","1,000,000","第四世代寶可夢","5140步","1.0","103","https://media.52poke.com/wiki/b/bc/435Skuntank.png","50%","71","61","84","479","毒","恶","8.0"
"436","飘浮 或 耐热","重金属隱藏特性","1","1","1⁄2","1","1⁄2","1","2","1⁄2","2","1⁄2","0","1⁄2","1⁄2","0","1⁄4","1⁄2","1⁄2","1","24","33.3%","青铜宝可梦","铜镜怪","86","Bronzor","1,000,000","第四世代寶可夢","5140步","0.5","57","https://media.52poke.com/wiki/c/c1/436Bronzor.png","无性别","24","86","23","300","钢","超能力","0.5"
"437","飘浮 或 耐热","重金属隱藏特性","1","2","1⁄2","1","1⁄2","1","2","1⁄2","2","1⁄2","0","1⁄2","1⁄2","0","1⁄4","1⁄2","1⁄2","1","89","11.8%","铜钟宝可梦","青铜钟","116","Bronzong","1,000,000","第四世代寶可夢","5140步","1.3","67","https://media.52poke.com/wiki/a/aa/437Bronzong.png","无性别","79","116","33","500","钢","超能力","187"
"438","结实 或 坚硬脑袋","胆怯隱藏特性","1","1","1","1","","2","1⁄2","1⁄2","1","2","2","1","1⁄2","1⁄2","1","1","2","2","80","33.3%","盆栽宝可梦","盆才怪","95","Bonsly","1,000,000","第四世代寶可夢","5140步","0.5","50","https://media.52poke.com/wiki/thumb/e/e2/438Bonsly.png/600px-438Bonsly.png","50%","10","45","10","290","岩石",,"5.0"
"439","隔音 或 过滤","技术高手隱藏特性","1","1","0","1","1","1⁄4","1","1","11⁄2","1","1","1","1","11⁄2","1⁄2","1","11⁄2","1","25","19%","默剧宝可梦","魔尼尼","45","Mime Jr.","1,000,000","第四世代寶可夢","6425步","0.6","20","https://media.52poke.com/wiki/thumb/5/5a/439Mime_Jr..png/600px-439Mime_Jr..png","50%","70","90","60","310","超能力","妖精","3.0"
"440","自然回复 或 天恩","友情防守隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","5","17%","家家酒宝可梦","小福蛋","5","Happiny","800,000","第四世代寶可夢","10280步","0.6","100","https://media.52poke.com/wiki/thumb/2/27/440Happiny.png/600px-440Happiny.png","100%","15","65","30","220","一般",,"4.4"
"441","锐利目光 或 蹒跚","健壮胸肌隱藏特性","1⁄2","1","1","2","1","1","1","1","0","1⁄2","0","2","1","1","1","2","1","1","65","3.9%","音符宝可梦","聒噪鸟","45","Chatot","1,059,860","第四世代寶可夢","5140步","0.5","76","https://media.52poke.com/wiki/thumb/b/bf/441Chatot.png/600px-441Chatot.png","50%","92","42","91","411","一般","飞行","1.9"
"442","压迫感","穿透隱藏特性","1","1","1","1","2","0","1","1","1","1","1","1","0","1⁄2","0","1","1","1","92","13.1%","封印宝可梦","花岩怪","108","Spiritomb","1,000,000","第四世代寶可夢","7710步","1.0","50","https://media.52poke.com/wiki/8/8e/442Spiritomb.png","50%","92","108","35","485","幽灵","恶","108"
"443","沙隐","粗糙皮肤隱藏特性","1","1","2","0","2","1","1⁄2","1","1","1","1","4","1","1⁄2","1","1⁄2","1","1","70","5.9%","陆鲨宝可梦","圆陆鲨","45","Gible","1,250,000","第四世代寶可夢","10280步","0.7","58","https://media.52poke.com/wiki/6/68/443Gible.png","50%","40","45","42","300","龙","地面","0.5"
"444","沙隐","粗糙皮肤隱藏特性","1","1","2","0","2","1","1⁄2","1","1","1","1","4","1","1⁄2","1","1⁄2","1","1","90","5.9%","洞穴宝可梦","尖牙陆鲨","65","Gabite","1,250,000","第四世代寶可夢","10280步","1.4","68","https://media.52poke.com/wiki/9/9d/444Gabite.png","50%","50","55","82","410","龙","地面","6.0"
"445","沙隐","粗糙皮肤隱藏特性","1","1","2","0","2","1","1⁄2","1","1","1","1","4","1","1⁄2","1","1⁄2","1","1","130","5.9%","音速宝可梦","烈咬陆鲨","95","Garchomp","1,250,000","第四世代寶可夢","10280步","1.9","108","https://media.52poke.com/wiki/thumb/f/fa/445Garchomp.png/600px-445Garchomp.png","50%","80","85","102","600","龙","地面","5.0"
"446","捡拾 或 厚脂肪","贪吃鬼隱藏特性","1","1","1","1","1","2","1⁄2","1","0","1","1","1⁄2","1","1","1","1","1","1","85","6.5%","大胃王宝可梦","小卡比兽","40","Munchlax","1,250,000","第四世代寶可夢","10280步","0.6","135","https://media.52poke.com/wiki/thumb/b/b2/446Munchlax.png/600px-446Munchlax.png","87.5%","40","85","5","390","一般",,"105"
"447","不屈之心 或 精神力","恶作剧之心隱藏特性","1⁄2","1⁄2","1","1","2","1","1","2","1","1","1","1","1","1","2","1⁄2","1","1","70","9.8%","波纹宝可梦","利欧路","40","Riolu","1,059,860","第四世代寶可夢","6425步","0.7","40","https://media.52poke.com/wiki/thumb/a/a2/447Riolu.png/600px-447Riolu.png","87.5%","35","40","60","285","格斗",,"0.2"
"448","不屈之心 或 精神力","正义之心隱藏特性","1⁄4","1⁄2","1⁄2","1","1","2","2","1","1","1⁄2","2","1⁄2","1⁄2","0","1","1⁄4","1⁄2","1","110","5.9%","波导宝可梦","路卡利欧","70","Lucario","1,059,860","第四世代寶可夢","6425步","1.2","70","https://media.52poke.com/wiki/thumb/d/d7/448Lucario.png/600px-448Lucario.png","87.5%","115","70","90","525","格斗","钢","4.0"
"449","扬沙","沙之力隱藏特性","1","1","1","0","1","1","1","1","1","2","1","2","1","1⁄2","1","1⁄2","1","2","72","18.3%","河马宝可梦","沙河马","78","Hippopotas","1,250,000","第四世代寶可夢","7710步","0.8","68","https://media.52poke.com/wiki/a/ab/449Hippopotas.png","50%","38","42","32","330","地面",,"9.5"
"450","扬沙","沙之力隱藏特性","1","1","1","0","1","1","1","1","1","2","1","2","1","1⁄2","1","1⁄2","1","2","112","7.8%","重量宝可梦","河马兽","118","Hippowdon","1,250,000","第四世代寶可夢","7710步","2.0","108","https://media.52poke.com/wiki/thumb/5/5f/450Hippowdon.png/600px-450Hippowdon.png","50%","68","72","47","525","地面",,"300"
"451","战斗盔甲 或 狙击手","锐利目光隱藏特性","1⁄2","1","1","1","1⁄2","1⁄4","2","2","1","1⁄4","1","1","1","1⁄2","2","2","1","1","50","15.7%","蝎子宝可梦","钳尾蝎","90","Skorupi","1,250,000","第四世代寶可夢","5140步","0.8","40","https://media.52poke.com/wiki/4/47/451Skorupi.png","50%","30","55","65","330","毒","虫","2.0"
"452","战斗盔甲 或 狙击手","锐利目光隱藏特性","1","1⁄2","1","1","1","1","1","1","1⁄2","1⁄2","2","1","1","1⁄2","0","1","1","1","90","5.9%","蝎怪宝可梦","龙王蝎","110","Drapion","1,250,000","第四世代寶可夢","5140步","1.3","70","https://media.52poke.com/wiki/thumb/1/13/452Drapion.png/600px-452Drapion.png","50%","60","75","95","500","毒","恶","1.5"
"453","危险预知 或 干燥皮肤","毒手隱藏特性","1⁄4","1⁄2","1","1","1","1⁄2","11⁄4","2","1","1⁄2","2","1","1","1⁄2","4","1⁄2","1","0","61","18.3%","毒击宝可梦","不良蛙","40","Croagunk","1,000,000","第四世代寶可夢","2570步","0.7","48","https://media.52poke.com/wiki/f/fa/453Croagunk.png","50%","61","40","50","300","毒","格斗","3.0"
"454","危险预知 或 干燥皮肤","毒手隱藏特性","1⁄4","1⁄2","1","1","1","1⁄2","11⁄4","2","1","1⁄2","2","1","1","1⁄2","4","1⁄2","1","0","106","9.8%","毒击宝可梦","毒骷蛙","65","Toxicroak","1,000,000","第四世代寶可夢","5140步","1.3","83","https://media.52poke.com/wiki/thumb/8/8b/454Toxicroak.png/600px-454Toxicroak.png","50%","86","65","85","490","毒","格斗","4.4"
"455","飘浮",,"2","1","1","1⁄2","1","1","2","2","1","1⁄2","0","2","1","2","1","1","1","1⁄2","100","26.1%","捕虫宝可梦","尖牙笼","72","Carnivine","1,250,000","第四世代寶可夢","6425步","1.4","74","https://media.52poke.com/wiki/thumb/d/df/455Carnivine.png/600px-455Carnivine.png","50%","90","72","46","454","草",,"7.0"
"456","悠游自如 或 引水","水幕隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","0","49","24.8%","飞翅鱼宝可梦","荧光鱼","56","Finneon","600,000","第四世代寶可夢","5140步","0.4","49","https://media.52poke.com/wiki/4/45/456Finneon.png","50%","49","61","66","330","水",,"7.0"
"457","悠游自如 或 引水","水幕隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","0","69","9.8%","霓虹宝可梦","霓虹鱼","76","Lumineon","600,000","第四世代寶可夢","5140步","1.2","69","https://media.52poke.com/wiki/f/f0/457Lumineon.png","50%","69","86","91","460","水",,"4.0"
"458","悠游自如 或 储水","水幕隱藏特性","1⁄2","1","1","4","1","1⁄2","1⁄2","1","1","1","0","1","1","1","1","2","1⁄2","0","20","3.3%","风筝宝可梦","小球飞鱼","50","Mantyke","1,250,000","第四世代寶可夢","6425步","1.0","45","https://media.52poke.com/wiki/thumb/b/bc/458Mantyke.png/600px-458Mantyke.png","50%","60","120","50","345","水","飞行","5.0"
"459","降雪","隔音隱藏特性","2","1","1","1⁄2","1","2","4","2","1","1⁄2","1⁄2","1","1","2","1","2","2","1⁄2","62","15.7%","树冰宝可梦","雪笠怪","50","Snover","1,250,000","第四世代寶可夢","5140步","1.0","60","https://media.52poke.com/wiki/d/d2/459Snover.png","50%","62","60","40","334","草","冰","0.5"
"460","降雪","隔音隱藏特性","2","1","1","1⁄2","1","2","4","2","1","1⁄2","1⁄2","1","1","2","1","2","2","1⁄2","92","7.8%","树冰宝可梦","暴雪王","75","Abomasnow","1,250,000","第四世代寶可夢","5140步","2.2","90","https://media.52poke.com/wiki/3/3b/460Abomasnow.png","50%","92","85","60","494","草","冰","135"
"461","压迫感","顺手牵羊隱藏特性","2","1⁄2","1","1","2","4","2","1","1⁄2","1","1","1⁄2","1","1","0","2","2","1","120","5.9%","钩爪宝可梦","玛狃拉","65","Weavile","1,059,860","第四世代寶可夢","5140步","1.1","70","https://media.52poke.com/wiki/thumb/d/d2/461Weavile.png/600px-461Weavile.png","50%","45","85","125","510","恶","冰","4.0"
"462","磁力 或 结实","分析隱藏特性","1⁄2","1","1⁄2","1⁄2","1⁄2","2","2","1⁄4","1","1⁄2","4","1⁄2","1⁄2","0","1⁄2","1⁄2","1⁄4","1","70","3.9%","磁场宝可梦","自爆磁怪","115","Magnezone","1,000,000","第四世代寶可夢","5140步","1.2","70","https://media.52poke.com/wiki/5/53/462Magnezone.png","无性别","130","90","60","535","电","钢","180"
"463","我行我素 或 迟钝","无关天气隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","85","3.9%","舔舔宝可梦","大舌舔","95","Lickilicky","1,000,000","第四世代寶可夢","5140步","1.7","110","https://media.52poke.com/wiki/thumb/8/8e/463Lickilicky.png/600px-463Lickilicky.png","50%","80","95","50","515","一般",,"140"
"464","避雷针 或 坚硬岩石","舍身隱藏特性","1","1","1","0","1","11⁄2","1⁄2","1⁄2","1","3","11⁄2","11⁄2","1⁄2","1⁄4","1","1⁄2","11⁄2","3","140","3.9%","钻锥宝可梦","超甲狂犀","130","Rhyperior","1,250,000","第四世代寶可夢","5140步","2.4","115","https://media.52poke.com/wiki/d/d9/464Rhyperior.png","50%","55","55","40","535","地面","岩石","282"
"465","叶绿素 或 叶子防守","再生力隱藏特性","2","1","1","1⁄2","1","1","2","2","1","1⁄2","1⁄2","2","1","2","1","1","1","1⁄2","100","3.9%","藤蔓状宝可梦","巨蔓藤","125","Tangrowth","1,000,000","第四世代寶可夢","5140步","2.0","100","https://media.52poke.com/wiki/thumb/3/32/465Tangrowth.png/600px-465Tangrowth.png","50%","110","50","50","535","草",,"128"
"466","电气引擎","干劲隱藏特性","1","1","1","0","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","123","3.9%","雷电宝可梦","电击魔兽","67","Electivire","1,000,000","第四世代寶可夢","6425步","1.8","75","https://media.52poke.com/wiki/thumb/2/23/466Electivire.png/600px-466Electivire.png","75%","95","85","95","540","电",,"138"
"467","火焰之躯","干劲隱藏特性","1⁄2","1","1","1","1⁄2","1","1⁄2","1","1","1⁄2","2","1⁄2","1","1","1","2","1⁄2","2","95","3.9%","爆炎宝可梦","鸭嘴炎兽","67","Magmortar","1,000,000","第四世代寶可夢","6425步","1.6","75","https://media.52poke.com/wiki/6/60/467Magmortar.png","75%","125","95","83","540","火",,"8.0"
"468","活力 或 天恩","超幸运隱藏特性","1⁄4","1⁄2","0","2","1","1⁄4","1","1","1","1⁄2","0","2","1","2","1","2","2","1","50","3.9%","祝福宝可梦","波克基斯","95","Togekiss","800,000","第四世代寶可夢","2570步","1.5","85","https://media.52poke.com/wiki/8/87/468Togekiss.png","87.5%","120","115","80","545","妖精","飞行","8.0"
"469","加速 或 有色眼镜","察觉隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","76","3.9%","勾蜓宝可梦","远古巨蜓","86","Yanmega","1,000,000","第四世代寶可夢","5140步","1.9","86","https://media.52poke.com/wiki/e/e6/469Yanmega.png","50%","116","56","95","515","虫","飞行","1.5"
"470","叶子防守","叶绿素隱藏特性","2","1","1","1⁄2","1","1","2","2","1","1⁄2","1⁄2","2","1","2","1","1","1","1⁄2","110","5.9%","新绿宝可梦","叶伊布","130","Leafeon","1,000,000","第四世代寶可夢","8995步","1.0","65","https://media.52poke.com/wiki/thumb/f/f5/470Leafeon.png/600px-470Leafeon.png","87.5%","60","65","95","525","草",,"5.5"
"471","雪隐","冰冻之躯隱藏特性","1","1","1","1","1","2","2","1","1","1","1","1⁄2","1","1","1","2","2","1","60","5.9%","新雪宝可梦","冰伊布","110","Glaceon","1,000,000","第四世代寶可夢","8995步","0.8","65","https://media.52poke.com/wiki/thumb/2/23/471Glaceon.png/600px-471Glaceon.png","87.5%","130","95","65","525","冰",,"5.9"
"472","怪力钳 或 沙隐","毒疗隱藏特性","1⁄2","1","1","0","1","1⁄2","1","1","1","1","0","4","1","1⁄2","1","1","1","2","95","3.9%","牙蝎宝可梦","天蝎王","125","Gliscor","1,059,860","第四世代寶可夢","5140步","2.0","75","https://media.52poke.com/wiki/a/ac/472Gliscor.png","50%","45","75","95","510","地面","飞行","2.5"
"473","迟钝 或 雪隐","厚脂肪隱藏特性","1","1","1","0","1","2","1","1","1","2","1","1⁄2","1","1⁄2","1","1","2","2","130","6.5%","双牙宝可梦","象牙猪","80","Mamoswine","1,250,000","第四世代寶可夢","5140步","2.5","110","https://media.52poke.com/wiki/thumb/d/d0/473Mamoswine.png/600px-473Mamoswine.png","50%","70","60","80","530","冰","地面","291"
"474","适应力 或 下载","分析隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","80","3.9%","虚拟宝可梦","多边兽Ｚ","70","Porygon-Z","1,000,000","第四世代寶可夢","5140步","0.9","85","https://media.52poke.com/wiki/thumb/2/24/474Porygon-Z.png/600px-474Porygon-Z.png","无性别","135","75","90","535","一般",,"4.0"
"475","不屈之心","正义之心隱藏特性","1","1","1","1","2","1⁄2","1","2","2","1","1","1","1","1","1","1⁄2","1","1","125","5.9%","利刃宝可梦","艾路雷朵","65","Gallade","1,250,000","第四世代寶可夢","5140步","1.6","68","https://media.52poke.com/wiki/thumb/5/58/475Gallade.png/600px-475Gallade.png","100%","65","115","80","518","超能力","格斗","2.0"
"476","结实 或 磁力","沙之力隱藏特性","1⁄2","1","1⁄2","1","1⁄2","4","1","1⁄4","1","1","4","1⁄2","1⁄4","0","1⁄2","1⁄2","1","2","55","7.8%","罗盘宝可梦","大朝北鼻","145","Probopass","1,000,000","第四世代寶可夢","5140步","1.4","60","https://media.52poke.com/wiki/a/a6/476Probopass.png","50%","75","150","40","525","岩石","钢","340"
"477","压迫感","察觉隱藏特性","1⁄2","2","1","1","1","0","1","1","2","1","1","1","0","1⁄2","1","1","1","1","100","5.9%","抓握宝可梦","黑夜魔灵","135","Dusknoir","800,000","第四世代寶可夢","6425步","2.2","45","https://media.52poke.com/wiki/4/4f/477Dusknoir.png","50%","65","135","45","525","幽灵",,"106"
"478","雪隐","诅咒之躯隱藏特性","1⁄2","2","1","1","1","0","2","1","2","1","1","1⁄2","0","1⁄2","1","2","2","1","80","9.8%","雪国宝可梦","雪妖女","70","Froslass","1,000,000","第四世代寶可夢","5140步","1.3","70","https://media.52poke.com/wiki/thumb/a/a2/478Froslass.png/600px-478Froslass.png","100%","80","70","110","480","冰","幽灵","6.6"
